Field ID,Label,Kind,Declared type,Declared format,Data types actually seen,JSON path,Contract path,Repeats?,Read-only?,Filled on long-term (count),Filled on long-term (%),Filled on short-term (count),Filled on short-term (%),Distinct values,Min,25th percentile,Median,75th percentile,Max,First filled at milestone,In legacy catalog?,Sample values withheld because
362,File Contacts Loan Processor Name,standard,String,STRING,str x541,$.contacts[?(@.contactType == 'LOAN_PROCESSOR')].name,loan.contacts[(contactType == 'LOAN_PROCESSOR')].name,no,no,393,80.2,139,55.4,12,,,,,,Started,no,identifying-or-high-cardinality
364,Trans Details Loan #,standard,String,STRING,str x772,$.loanNumber,loan.loanNumber,no,no,490,100,251,100,766,,,,,,Started,yes,identifying-or-high-cardinality
367,Fees Line 801 Underwriting Fees,standard,Decimal,DECIMAL_2,int x2,$.fees[?(@.feeType == 'UnderwritingFee')].borPaidAmount,loan.fees[(feeType == 'UnderwritingFee')].borPaidAmount,no,no,1,0.2,1,0.4,2,,,,,,,no,
373,Fees Line 1206 Descr,standard,String,STRING,str x50,$.fees[?(@.feeType == 'UserDefined_1204')].description,loan.fees[(feeType == 'UserDefined_1204')].description,no,no,39,8,2,0.8,30,,,,,,Investor Delivery,no,identifying-or-high-cardinality
374,Fees Line 1206 Borr,standard,Decimal,DECIMAL_2,int x27 | float x9,$.fees[?(@.feeType == 'UserDefined_1204')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1204')].borPaidAmount,no,no,33,6.7,2,0.8,33,4.75,60.75,926.25,2062.5,23225.1,Purchasing Conditions,no,identifying-or-high-cardinality
382,Expenses Total Mo Installment Exp,standard,Decimal,DECIMAL_2,int x379 | float x5,$.applications[0].monthlyInstallmentExpenseAmount,loan.currentApplication.monthlyInstallmentExpenseAmount,no,yes,330,67.3,39,15.5,178,25,81.25,730,1154,3648,Started,no,identifying-or-high-cardinality
386,FHA MCAW Total Closing Cost,standard,Decimal,DECIMAL_2,float x611 | int x121,$.fhaVaLoan.totalClosingCost,loan.fhaVaLoan.totalClosingCost,no,no,489,99.8,232,92.4,674,2995,3006.97,3106.88,8620,581645,Started,no,identifying-or-high-cardinality
388,Fees Loan Origination Fee %,standard,Decimal,DECIMAL_3,int x598 | float x106,$.fees[?(@.feeType == 'LoanOriginationFee')].percentage,loan.fees[(feeType == 'LoanOriginationFee')].percentage,no,no,406,82.9,230,91.6,31,0.002,1,1.25,2,4,Started,yes,identifying-or-high-cardinality
390,Fees Line 1202 Recording Fees Borr,standard,Decimal,DECIMAL_2,int x160 | float x18,$.fees[?(@.feeType == 'RecordingFee')].borPaidAmount,loan.fees[(feeType == 'RecordingFee')].borPaidAmount,no,no,173,35.3,2,0.8,78,165,253.75,327,400,500,Docs Out,no,identifying-or-high-cardinality
403,Borr Declarations Ownership in 3 years,standard,Boolean,YN,bool x25,$.applications[0].borrower.homeownerPastThreeYearsIndicator,loan.currentApplication.borrower.homeownerPastThreeYearsIndicator,no,no,12,2.4,0,0,1,,,,,,,no,
411,File Contacts Title Co Name,standard,String,STRING,str x307,$.closingCost.titleCompanyName,loan.closingCost.titleCompanyName,no,no,232,47.3,71,28.3,79,,,,,,Loan Setup,no,identifying-or-high-cardinality
412,File Contacts Title Co Addr,standard,String,STRING,str x288,$.contacts[?(@.contactType == 'TITLE_COMPANY')].address,loan.contacts[(contactType == 'TITLE_COMPANY')].address,no,no,221,45.1,63,25.1,74,,,,,,Loan Setup,no,identifying-or-high-cardinality
413,File Contacts Title Co City,standard,String,STRING,str x288,$.contacts[?(@.contactType == 'TITLE_COMPANY')].city,loan.contacts[(contactType == 'TITLE_COMPANY')].city,no,no,221,45.1,63,25.1,41,,,,,,Loan Setup,no,identifying-or-high-cardinality
414,File Contacts Title Co Zip,standard,String,ZIPCODE,str x288,$.contacts[?(@.contactType == 'TITLE_COMPANY')].postalCode,loan.contacts[(contactType == 'TITLE_COMPANY')].postalCode,no,no,221,45.1,63,25.1,48,,,,,,Loan Setup,no,identifying-or-high-cardinality
416,File Contacts Title Co Contact,standard,String,STRING,str x289,$.contacts[?(@.contactType == 'TITLE_COMPANY')].contactName,loan.contacts[(contactType == 'TITLE_COMPANY')].contactName,no,no,222,45.3,63,25.1,117,,,,,,Loan Setup,no,identifying-or-high-cardinality
417,File Contacts Title Co Phone,standard,String,PHONE,str x280,$.contacts[?(@.contactType == 'TITLE_COMPANY')].phone,loan.contacts[(contactType == 'TITLE_COMPANY')].phone,no,no,215,43.9,63,25.1,95,,,,,,Loan Setup,no,identifying-or-high-cardinality
418,Borr Declarations A,standard,Boolean,YN,bool x750,$.applications[0].borrower.intentToOccupyIndicator,loan.currentApplication.borrower.intentToOccupyIndicator,no,no,0,0,0,0,1,,,,,,,yes,
420,Trans Details Lien Position,standard,String,STRING,str x768,$.loanProductData.lienPriorityType,loan.loanProductData.lienPriorityType,no,no,490,100,251,100,2,,,,,,Started,yes,
424,Fannie Mae Repymt Type Code,standard,String,STRING,str x506,$.loanProductData.loanRepaymentType,loan.loanProductData.loanRepaymentType,no,no,482,98.4,18,7.2,1,,,,,,Started,no,
427,Trans Details Sub Fin First Mtg Loan Amt,standard,Decimal,DECIMAL_2,int x696 | float x1,$.firstSubordinateLienAmount,loan.firstSubordinateLienAmount,no,no,450,91.8,223,88.8,478,120000,216000,360000,450000,600000,Started,no,identifying-or-high-cardinality
428,Trans Details Sub Fin Second Mtg Loan Amt,standard,Decimal,DECIMAL_2,int x2,$.secondSubordinateAmount,loan.secondSubordinateAmount,no,no,0,0,0,0,2,,,,,,,no,
431,Trans Details Rate Lock Type,standard,String,STRING,str x2,$.loanSubmission.rateLock,loan.loanSubmission.rateLock,no,no,2,0.4,0,0,2,,,,,,,no,
432,Trans Details Rate Lock # Days,standard,Int,INTEGER,int x512,$.loanSubmission.numberOfDays,loan.loanSubmission.numberOfDays,no,no,488,99.6,18,7.2,13,15,30,30,31,63,Started,yes,
433,Fees Total Payable Items Lender,standard,Decimal,DECIMAL_2,int x472 | float x124,$.loanSubmission.totalForDueLender,loan.loanSubmission.totalForDueLender,no,yes,388,79.2,203,80.9,465,450,3431.25,5700,8250,15400,Started,no,identifying-or-high-cardinality
435,Fees Total Payable Items (Broker/Lender),standard,Decimal,DECIMAL_2,int x472 | float x124,$.loanSubmission.total,loan.loanSubmission.total,no,yes,388,79.2,203,80.9,465,450,3431.25,5700,8250,15400,Started,no,identifying-or-high-cardinality
440,Fees Appraisal Fee Lender,standard,Decimal,DECIMAL_2,int x122,$.loanSubmission.loanSubmissionFees[?(@.loanSubmissionFeeType == 'AppraisalFee')].dueLender,loan.loanSubmission.loanSubmissionFees[(loanSubmissionFeeType == 'AppraisalFee')].dueLender,no,no,78,15.9,44,17.5,32,250,700,775,900,3300,Started,no,identifying-or-high-cardinality
454,Fees Loan Origination Fee Borr,standard,Decimal,DECIMAL_2,int x451 | float x124,$.fees[?(@.feeType == 'LoanOriginationFee')].borPaidAmount,loan.fees[(feeType == 'LoanOriginationFee')].borPaidAmount,no,no,367,74.9,203,80.9,443,1725,3600,6000,8000,15400,Started,no,identifying-or-high-cardinality
462,Underwriting Negative Cash Flow,standard,Decimal,DECIMAL_2,float x327 | int x27,$.applications[0].grossNegativeCashFlow,loan.currentApplication.grossNegativeCashFlow,no,no,146,29.8,196,78.1,343,816.67,1402.525,2288.82,3419.555,8087.9,Started,no,identifying-or-high-cardinality
471,Borr Sex Male/Female,standard,String,STRING,str x252,$.applications[0].borrower.hmdaGenderType,loan.currentApplication.borrower.hmdaGenderType,no,no,209,42.7,28,11.2,3,,,,,,Started,no,
478,Co-Borr Sex Male/Female,standard,String,STRING,str x248,$.applications[0].coborrower.hmdaGenderType,loan.currentApplication.coborrower.hmdaGenderType,no,no,224,45.7,18,7.2,3,,,,,,Started,no,
479,Trans Details Application Taken By,standard,String,STRING,str x7,$.applicationTakenMethodType,loan.applicationTakenMethodType,no,no,6,1.2,1,0.4,1,,,,,,,no,
541,Property Info Flood Zone,standard,String,STRING,str x231,$.closingDocument.specialFloodHazardAreaIndictor,loan.closingDocument.specialFloodHazardAreaIndictor,no,no,197,40.2,32,12.7,6,,,,,,Started,no,
558,Fees Aggregate Adj,standard,Decimal,DECIMAL_2,float x144 | int x10,$.gfe.aggregateAdjustment,loan.gfe.aggregateAdjustment,no,no,154,31.4,0,0,152,-3131.5,-807.72,-462.36,-160,-67.6,Docs Out,no,identifying-or-high-cardinality
576,Fees Line 1206 Seller,standard,Decimal,DECIMAL_2,float x8 | int x3,$.fees[?(@.feeType == 'UserDefined_1204')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1204')].sellerPaidAmount,no,no,11,2.2,0,0,11,4.25,237.5,2792.6,4027.5,5752.1,Purchasing Conditions,no,
587,Fees Line 1202 Recording Fee Seller,standard,Decimal,DECIMAL_2,int x3,$.fees[?(@.feeType == 'RecordingFee')].sellerPaidAmount,loan.fees[(feeType == 'RecordingFee')].sellerPaidAmount,no,no,3,0.6,0,0,2,53,53,160,160,160,,no,
590,Fees Line 1303 Seller,standard,Decimal,DECIMAL_2,int x11 | float x5,$.fees[?(@.feeType == 'UserDefined_1303')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1303')].sellerPaidAmount,no,no,16,3.3,0,0,16,75,320,754.7,1712.735,13500,Purchasing Conditions,no,
591,Fees Line 1304 Seller,standard,Decimal,DECIMAL_2,int x8 | float x4,$.fees[?(@.feeType == 'UserDefined_1304')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1304')].sellerPaidAmount,no,no,11,2.2,1,0.4,11,75,97.2125,234.925,1195.6525,8000,Purchasing Conditions,no,
593,Fees Line 1204 Local Tax/Stamp Seller,standard,Decimal,DECIMAL_2,int x7 | float x1,$.fees[?(@.feeType == 'City_CountyTax_Stamps')].sellerPaidAmount,loan.fees[(feeType == 'City_CountyTax_Stamps')].sellerPaidAmount,no,no,7,1.4,1,0.4,8,1425,1681.25,2275,2650,3270.25,Purchasing Conditions,no,
594,Fees Line 1205 State Tax/Stamp Seller,standard,Decimal,DECIMAL_2,float x7 | int x4,$.fees[?(@.feeType == 'StateTax_Stamps')].sellerPaidAmount,loan.fees[(feeType == 'StateTax_Stamps')].sellerPaidAmount,no,no,9,1.8,2,0.8,10,1098.8,1227.5,2250,4087.5,4905.38,Purchasing Conditions,no,
601,Subject Property Construction Status,standard,String,STRING,str x54,$.property.buildingStatusType,loan.property.buildingStatusType,no,no,52,10.6,1,0.4,1,,,,,,Submittal,no,
602,Subject Property Building Type,standard,String,STRING,str x51,$.vaLoanData.buildingType,loan.vaLoanData.buildingType,no,no,49,10,1,0.4,3,,,,,,Submittal,no,
603,Subject Property Manufactured Housing,standard,Boolean,YN,bool x130,$.commitmentTerms.manufacturedHousing,loan.commitmentTerms.manufacturedHousing,no,no,1,0.2,0,0,1,,,,,,,no,
608,Trans Details Amort Type,standard,String,STRING,str x766,$.loanAmortizationType,loan.loanAmortizationType,no,no,490,100,251,100,2,,,,,,Started,yes,
610,File Contacts Escrow Co Name,standard,String,STRING,str x241,$.closingCost.escrowCompanyName,loan.closingCost.escrowCompanyName,no,no,174,35.5,64,25.5,66,,,,,,Docs Out,no,identifying-or-high-cardinality
611,File Contacts Escrow Co Contact,standard,String,STRING,str x232,$.contacts[?(@.contactType == 'ESCROW_COMPANY')].contactName,loan.contacts[(contactType == 'ESCROW_COMPANY')].contactName,no,no,173,35.3,57,22.7,96,,,,,,Docs Out,no,identifying-or-high-cardinality
612,File Contacts Escrow Co Addr,standard,String,STRING,str x228,$.contacts[?(@.contactType == 'ESCROW_COMPANY')].address,loan.contacts[(contactType == 'ESCROW_COMPANY')].address,no,no,167,34.1,58,23.1,64,,,,,,Docs Out,no,identifying-or-high-cardinality
613,File Contacts Escrow Co City,standard,String,STRING,str x228,$.contacts[?(@.contactType == 'ESCROW_COMPANY')].city,loan.contacts[(contactType == 'ESCROW_COMPANY')].city,no,no,167,34.1,58,23.1,35,,,,,,Docs Out,no,identifying-or-high-cardinality
614,File Contacts Escrow Co Zip,standard,String,ZIPCODE,str x228,$.contacts[?(@.contactType == 'ESCROW_COMPANY')].postalCode,loan.contacts[(contactType == 'ESCROW_COMPANY')].postalCode,no,no,167,34.1,58,23.1,45,,,,,,Docs Out,no,identifying-or-high-cardinality
615,File Contacts Escrow Co Phone,standard,String,PHONE,str x224,$.contacts[?(@.contactType == 'ESCROW_COMPANY')].phone,loan.contacts[(contactType == 'ESCROW_COMPANY')].phone,no,no,167,34.1,57,22.7,81,,,,,,Docs Out,no,identifying-or-high-cardinality
617,File Contacts Appraisal Co Name,standard,String,STRING,str x221,$.contacts[?(@.contactType == 'APPRAISAL_COMPANY')].name,loan.contacts[(contactType == 'APPRAISAL_COMPANY')].name,no,no,173,35.3,48,19.1,41,,,,,,Started,no,identifying-or-high-cardinality
618,File Contacts Appraisal Co Contact,standard,String,STRING,str x193,$.contacts[?(@.contactType == 'APPRAISAL_COMPANY')].contactName,loan.contacts[(contactType == 'APPRAISAL_COMPANY')].contactName,no,no,144,29.4,48,19.1,64,,,,,,Started,no,identifying-or-high-cardinality
619,File Contacts Appraisal Co Addr,standard,String,STRING,str x139,$.contacts[?(@.contactType == 'APPRAISAL_COMPANY')].address,loan.contacts[(contactType == 'APPRAISAL_COMPANY')].address,no,no,92,18.8,47,18.7,39,,,,,,Started,no,identifying-or-high-cardinality
620,File Contacts Appraisal Co City,standard,String,STRING,str x139,$.contacts[?(@.contactType == 'APPRAISAL_COMPANY')].city,loan.contacts[(contactType == 'APPRAISAL_COMPANY')].city,no,no,92,18.8,47,18.7,34,,,,,,Started,no,identifying-or-high-cardinality
621,File Contacts Appraisal Co Zip,standard,String,ZIPCODE,str x139,$.contacts[?(@.contactType == 'APPRAISAL_COMPANY')].postalCode,loan.contacts[(contactType == 'APPRAISAL_COMPANY')].postalCode,no,no,92,18.8,47,18.7,36,,,,,,Started,no,identifying-or-high-cardinality
622,File Contacts Appraisal Co Phone,standard,String,PHONE,str x139,$.contacts[?(@.contactType == 'APPRAISAL_COMPANY')].phone,loan.contacts[(contactType == 'APPRAISAL_COMPANY')].phone,no,no,92,18.8,47,18.7,39,,,,,,Started,no,identifying-or-high-cardinality
623,File Contacts Appraisal Co Comments,standard,String,STRING,str x129,$.contacts[?(@.contactType == 'APPRAISAL_COMPANY')].comments,loan.contacts[(contactType == 'APPRAISAL_COMPANY')].comments,no,no,83,16.9,46,18.3,1,,,,,,Started,no,
624,File Contacts Cred Rpt Agency Name,standard,String,STRING,str x581,$.fees[?(@.feeType == 'CreditReportFee')].paidToName,loan.fees[(feeType == 'CreditReportFee')].paidToName,no,no,354,72.2,220,87.6,2,,,,,,Started,no,identifying-or-high-cardinality
626,File Contacts Cred Rpt Agency Addr,standard,String,STRING,str x117,$.contacts[?(@.contactType == 'CREDIT_COMPANY')].address,loan.contacts[(contactType == 'CREDIT_COMPANY')].address,no,no,95,19.4,19,7.6,1,,,,,,Started,no,
627,File Contacts Cred Rpt Agency City,standard,String,STRING,str x117,$.contacts[?(@.contactType == 'CREDIT_COMPANY')].city,loan.contacts[(contactType == 'CREDIT_COMPANY')].city,no,no,95,19.4,19,7.6,1,,,,,,Started,no,identifying-or-high-cardinality
628,File Contacts Cred Rpt Agency Zip,standard,String,ZIPCODE,str x117,$.contacts[?(@.contactType == 'CREDIT_COMPANY')].postalCode,loan.contacts[(contactType == 'CREDIT_COMPANY')].postalCode,no,no,95,19.4,19,7.6,1,,,,,,Started,no,identifying-or-high-cardinality
629,File Contacts Cred Rpt Agency Phone,standard,String,PHONE,str x117,$.contacts[?(@.contactType == 'CREDIT_COMPANY')].phone,loan.contacts[(contactType == 'CREDIT_COMPANY')].phone,no,no,95,19.4,19,7.6,1,,,,,,Started,no,identifying-or-high-cardinality
638,File Contacts Seller Name,standard,String,STRING,str x59,$.contacts[?(@.contactType == 'SELLER')].name,loan.contacts[(contactType == 'SELLER')].name,no,no,46,9.4,13,5.2,53,,,,,,Investor Delivery,no,identifying-or-high-cardinality
640,Fees Credit Report Borr,standard,Decimal,DECIMAL_2,int x448 | float x233,$.fees[?(@.feeType == 'CreditReportFee')].borPaidAmount,loan.fees[(feeType == 'CreditReportFee')].borPaidAmount,no,no,439,89.6,203,80.9,59,76.21,112.14,113.77,150,415.85,Started,no,identifying-or-high-cardinality
641,Fees Appraisal Fee Borr,standard,Decimal,DECIMAL_2,int x723,$.fees[?(@.feeType == 'AppraisalFee')].borPaidAmount,loan.fees[(feeType == 'AppraisalFee')].borPaidAmount,no,no,487,99.4,229,91.2,45,250,720,750,775,1800,Started,no,identifying-or-high-cardinality
642,Fees Haz Ins Premium Borr,standard,Decimal,DECIMAL_2,int x17 | float x9,$.fees[?(@.feeType == 'HazardInsurancePremium')].borPaidAmount,loan.fees[(feeType == 'HazardInsurancePremium')].borPaidAmount,no,no,25,5.1,1,0.4,26,80.12,893.52,1585,2565.28,4620,Investor Delivery,no,identifying-or-high-cardinality
643,Fees Flood Ins Premium Borr,standard,Decimal,DECIMAL_2,float x2 | int x2,$.fees[?(@.feeType == 'FloodInsuranceReserv')].borPaidAmount,loan.fees[(feeType == 'FloodInsuranceReserv')].borPaidAmount,no,no,4,0.8,0,0,3,872,903.8375,999.35,1062.8375,1084,,no,
644,Fees Line 1303 Borr,standard,Decimal,DECIMAL_2,float x54 | int x39,$.fees[?(@.feeType == 'UserDefined_1303')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1303')].borPaidAmount,no,no,90,18.4,3,1.2,82,10,202.5,291.24,500,7004.37,Investor Delivery,no,identifying-or-high-cardinality
645,Fees Line 1304 Borr,standard,Decimal,DECIMAL_2,float x34 | int x30,$.fees[?(@.feeType == 'UserDefined_1304')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1304')].borPaidAmount,no,no,64,13.1,0,0,60,29.31,210,500,1237.265,4331.25,Investor Delivery,no,identifying-or-high-cardinality
646,Lender's Title Policy Limit,standard,Decimal,DECIMAL_2,int x1,$.fees[?(@.feeType == 'UserDefined_1109')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1109')].borPaidAmount,no,no,0,0,0,0,1,,,,,,,no,
647,Fees City/County/Stamps Borr,standard,Decimal,DECIMAL_2,int x2 | float x1,$.fees[?(@.feeType == 'City_CountyTax_Stamps')].borPaidAmount,loan.fees[(feeType == 'City_CountyTax_Stamps')].borPaidAmount,no,no,3,0.6,0,0,3,10,10,2250,3177.9,3177.9,,no,identifying-or-high-cardinality
648,Fees State Tax/Stamps Borr,standard,Decimal,DECIMAL_2,int x6 | float x2,$.fees[?(@.feeType == 'StateTax_Stamps')].borPaidAmount,loan.fees[(feeType == 'StateTax_Stamps')].borPaidAmount,no,no,8,1.6,0,0,8,452.3,1124.5,2678.45,8456.25,9980,Purchasing Conditions,no,
650,Fees Line 1303 Descr,standard,String,STRING,str x110,$.fees[?(@.feeType == 'UserDefined_1303')].description,loan.fees[(feeType == 'UserDefined_1303')].description,no,no,107,21.8,3,1.2,90,,,,,,Investor Delivery,no,identifying-or-high-cardinality
651,Fees Line 1304 Descr,standard,String,STRING,str x77,$.fees[?(@.feeType == 'UserDefined_1304')].description,loan.fees[(feeType == 'UserDefined_1304')].description,no,no,76,15.5,1,0.4,68,,,,,,Investor Delivery,no,identifying-or-high-cardinality
655,Fees Tax Borr,standard,Decimal,DECIMAL_2,float x265 | int x146,$.fees[?(@.feeType == 'PropertyTaxes')].borPaidAmount,loan.fees[(feeType == 'PropertyTaxes')].borPaidAmount,no,yes,397,81,8,3.2,355,185,428.3,1000,1600,3625,Started,no,identifying-or-high-cardinality
656,Fees Hazard Ins Borr,standard,Decimal,DECIMAL_2,float x226 | int x182,$.fees[?(@.feeType == 'HazardInsurance')].borPaidAmount,loan.fees[(feeType == 'HazardInsurance')].borPaidAmount,no,yes,395,80.6,8,3.2,310,100,200,232,375,2400,Started,no,identifying-or-high-cardinality
657,Fees Flood Ins Borr,standard,Decimal,DECIMAL_2,float x10 | int x2,$.fees[?(@.feeType == 'FloodInsurance')].borPaidAmount,loan.fees[(feeType == 'FloodInsurance')].borPaidAmount,no,yes,12,2.4,0,0,12,72,124.125,239.55,397.635,2368.35,Purchasing Conditions,no,
658,Fees Line 1008 Borr,standard,Decimal,DECIMAL_2,float x18 | int x3,$.fees[?(@.feeType == 'UserDefined_1007')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1007')].borPaidAmount,no,yes,21,4.3,0,0,20,50.96,276.94,682.66,1723.03,6373.51,Purchasing Conditions,no,
